Longitude,Latitude,PC01,PC02,PC03,PC04,presence
-52.33033,4.93461,4.865375518798828,-0.9478676915168762,-0.39247992634773254,-0.047919098287820816,1
-53.23477,3.92404,3.431487798690796,-0.8480176329612732,-0.4127415418624878,-0.5048415064811707,1
-74.7111,7.60669,6.786673069000244,-1.7141947746276855,0.552055299282074,1.4873027801513672,1
-54.398333,5.608056,3.7827658653259277,-0.7870962619781494,0.3616713285446167,-1.0884686708450317,1
-59.1186615,-3.0713641,3.8746702671051025,-0.4783821403980255,-0.10087277740240097,-1.1078691482543945,1
-67.0052428,-0.1566223,4.790494918823242,-2.5883255004882812,1.2811332941055298,-0.6098800897598267,1
-72.88605,-7.6205108,2.8025407791137695,-0.4649955630302429,0.2514192461967468,0.1515134572982788,1
-67.1278721,-9.7236312,2.25445818901062,0.9312917590141296,-0.5127873420715332,0.023211359977722168,1
-63.2153957,-7.2785534,2.6969380378723145,0.7501197457313538,-0.4535881578922272,-0.26418599486351013,1
-64.697963,-7.5248396,2.98065447807312,0.3898662328720093,-0.3654507100582123,0.25798580050468445,1
-60.2082701,-1.5595684,4.912729263305664,-1.3747223615646362,0.24584881961345673,-0.2007482647895813,1
-60.8206936,-7.637897,3.3652703762054443,0.11203491687774658,-0.3363036513328552,0.36426302790641785,1
-56.831111,5.585278,3.5924487113952637,-0.06574161350727081,-0.09343700110912323,-1.2160255908966064,1
-64.8232,6.574,3.5702569484710693,0.9960920810699463,-0.826605498790741,0.44208452105522156,1
-54.25,-24.0667,0.14619415998458862,-0.7623223662376404,1.6331921815872192,-0.22635024785995483,1
-76.125,8.456389,2.3409337997436523,1.2332916259765625,-1.0611629486083984,-1.7357453107833862,1
-91.094444,16.0875,4.015652656555176,-0.4332776963710785,0.32618802785873413,2.7058091163635254,1
-90.650555,16.518889,1.9670394659042358,0.5130106806755066,0.2370758205652237,-0.047841399908065796,1
-90.890278,16.821111,2.404162883758545,0.5103529691696167,0.2585410177707672,0.7471579313278198,1
-90.535833,16.269167,2.7282347679138184,-0.011767052114009857,0.2989305853843689,0.7057282328605652,1
-88.61664,17.1508,2.7553369998931885,-0.9563323855400085,0.3741369843482971,-0.052802491933107376,1
-50.9722,0.21314,3.90390944480896,0.4209340512752533,-1.298728585243225,-1.002782940864563,1
-60.67,2.82,2.9929850101470947,1.202907681465149,-1.242148756980896,-0.679053008556366,1
-65.4,-10.82,1.8151824474334717,1.642584204673767,-0.45657333731651306,-0.32105115056037903,1
-52.262164,3.245379,3.46368408203125,-0.3448523283004761,-0.3143719732761383,-0.2932976484298706,1
-53.582045,3.602948,3.01585054397583,-0.9545373320579529,-0.5099596381187439,-0.6440644264221191,1
-52.153995,4.315458,5.190863132476807,-1.772324800491333,-0.025525109842419624,0.6787652373313904,1
-52.593636,3.256962,3.3448879718780518,-0.5812766551971436,-0.2873745858669281,-0.37066060304641724,1
-53.208785,3.621228,3.090986967086792,-0.9106175899505615,-0.3768306076526642,-0.663343608379364,1
-54.383048,4.27418,3.7637317180633545,-0.5825506448745728,0.03283598646521568,-0.7639676928520203,1
-54.420585,5.041128,3.679945230484009,-0.4459294080734253,0.08390415459871292,-1.0068256855010986,1
-54.415345,4.619739,3.7978057861328125,-0.5422499775886536,0.1432390809059143,-0.7898058295249939,1
-53.629005,4.559398,3.8277158737182617,-1.0393656492233276,-0.02090431936085224,-0.7125781774520874,1
-51.675168,4.051384,4.888386249542236,-1.0717145204544067,-0.4382644295692444,0.6130460500717163,1
-54.050025,3.383348,3.344738483428955,-0.6119901537895203,-0.5405162572860718,-0.6051340103149414,1
-52.873058,2.257084,3.296175479888916,-0.3279392123222351,-0.3728449046611786,-0.6032735705375671,1
-54.192245,3.826958,3.4449307918548584,-0.570576548576355,-0.37961187958717346,-0.7389779090881348,1
-54.046695,3.635018,3.3465921878814697,-0.662811279296875,-0.42640820145606995,-0.6918672323226929,1
-54.02004,5.50717,3.7208900451660156,-0.5706936717033386,0.042108453810214996,-1.0689940452575684,1
-53.240025,5.469148,3.999671697616577,-0.42751798033714294,-0.7122499346733093,-0.5877677202224731,1
-53.452738,5.546529,3.809119939804077,-0.30712446570396423,-0.6226685643196106,-0.8123053312301636,1
-52.13743,4.7904,5.267747402191162,-1.4350943565368652,-0.23188695311546326,0.3595249354839325,1
-54.000025,4.766684,3.7910690307617188,-0.9593005776405334,0.16249947249889374,-0.7223015427589417,1
-53.288005,4.825571,3.9968812465667725,-1.27117121219635,-0.10497565567493439,-0.5510141253471375,1
-52.866695,3.416688,3.3817386627197266,-0.7002989053726196,-0.26207929849624634,-0.4894969165325165,1
-52.67767,3.56169,3.650049924850464,-0.8235501646995544,-0.25359293818473816,-0.2953410744667053,1
-60.5,-11,1.1940451860427856,1.2990026473999023,-0.9537790417671204,0.6929849982261658,1
-63.040798,-9.91333,2.166276693344116,1.0691856145858765,-0.7368053197860718,0.3675013482570648,1
-64.227203,-12.445,1.3985421657562256,1.8237380981445312,-0.6508659720420837,0.06727641820907593,1
-56.3783,-20.240601,0.8449628353118896,0.9304691553115845,0.6948496103286743,0.19155868887901306,1
-48.408575,-1.409889,4.252560138702393,-0.5633326172828674,-0.5622318983078003,-0.5612432360649109,1
-61.497501373291,2.89582991600037,3.310885190963745,0.699194073677063,-1.072703242301941,-0.410849004983902,1
-55.9674987792969,-16.1944007873535,1.0758461952209473,1.6426172256469727,0.21115811169147491,0.3157528340816498,1
-63.9039001464844,-8.76194000244141,2.4177777767181396,0.8532935976982117,-0.5928272008895874,-0.20536604523658752,1
-43.1417007446289,-11.0894002914429,0.36268350481987,2.6076011657714844,-1.1854251623153687,-0.4456053674221039,1
-40.6091995239258,-12.6603002548218,-0.0854044258594513,0.8245102167129517,-0.7155907154083252,-1.7797365188598633,1
-56.0966987609863,-15.5960998535156,1.0469330549240112,1.480676531791687,0.15118533372879028,0.26453691720962524,1
-49.2538986206055,-16.6786003112793,0.2713252007961273,1.1280431747436523,-0.9562379121780396,-0.12555336952209473,1
-50.1403007507324,-15.9343996047974,1.3457516431808472,1.121355652809143,-1.4192767143249512,0.05097974091768265,1
-43.2206001281738,-12.1852998733521,0.2683946192264557,2.657571792602539,-0.8105457425117493,-0.07322894036769867,1
-49.3400001525879,-24.1100006103516,-0.6918861269950867,-0.7868096232414246,0.6887792944908142,0.14838391542434692,1
-60.0250015258789,-3.10193991661072,3.871202230453491,-0.03246355429291725,-0.36841222643852234,-1.2631675004959106,1
-43.2807998657227,-11.5586004257202,0.09211128950119019,2.740638494491577,-0.833800196647644,-0.18247492611408234,1
-45.0694007873535,-16.3686008453369,-0.41020214557647705,2.045955181121826,-0.6891126036643982,1.1018800735473633,1
-44.8643989562988,-15.9485998153687,-0.4100334048271179,2.1797561645507812,-0.5468766689300537,1.1736621856689453,1
-49.2900009155273,-21.2000007629395,0.10646390169858932,0.6577748656272888,-0.16272790729999542,0.9663968086242676,1
-45.0791,-2.5216,3.4555013179779053,1.1315577030181885,-1.7379220724105835,-1.0611166954040527,1
-45.6635,-3.9697,2.9628074169158936,1.5129872560501099,-1.381279706954956,-0.5612236261367798,1
-50.9452,-14.8671,1.4414474964141846,2.001540184020996,-0.9973432421684265,0.014071176759898663,1
-48.9562,-16.972,0.22810910642147064,1.0664968490600586,-0.8346921801567078,0.3778507113456726,1
-52.1736,-16.2048,0.8602958917617798,1.3773537874221802,-0.7540509700775146,0.9574597477912903,1
-51.1606,-15.2434,1.5351707935333252,1.8508933782577515,-0.8409146070480347,0.4252166450023651,1
-49.6937,-16.7623,0.650969386100769,1.3542448282241821,-1.0050864219665527,-0.20774304866790771,1
